,word1,word2,similarity
1966,dragon,metal,18.000000
1967,light,shed,18.000000
1968,hotel,library,18.000000
1969,feel,friend,18.000000
1970,parking,scenery,18.000000
1971,ruin,tower,18.000000
1972,abandon,railroad,18.000000
1973,bright,violet,18.000000
1974,couple,makeup,18.000000
1975,dude,smile,18.000000
1976,dirty,rabbit,18.000000
1977,smile,walk,18.000000
1978,autumn,daffodil,18.000000
1979,hotel,sand,18.000000
1980,crystal,dirt,18.000000
1981,reptile,stork,18.000000
1982,coast,sink,18.000000
1983,dark,rusty,18.000000
1984,band,vinyl,18.000000
1985,parrot,reptile,18.000000
1986,steel,town,18.000000
1987,architecture,table,18.000000
1988,bedroom,porch,18.000000
1989,aquarium,seagull,18.000000
1990,butterfly,transformer,18.000000
1991,feel,sit,18.000000
1992,landscape,stadium,18.000000
1993,lunch,walk,18.000000
1994,church,cookie,18.000000
1995,stripe,violet,18.000000
1996,origami,white,18.000000
1997,bag,flag,18.000000
1998,escalator,station,18.000000
1999,dawn,snow,18.000000
2000,green,lantern,18.000000
2001,painting,work,18.000000
2002,pigeon,round,18.000000
2003,haircut,smile,18.000000
2004,coast,sketch,18.000000
2005,colorful,duck,18.000000
2006,man,stand,18.000000
2007,demolition,interior,18.000000
2008,pelican,toe,18.000000
2009,garage,garden,18.000000
2010,brown,insect,18.000000
2011,family,old,18.000000
2012,brown,pelican,18.000000
2013,fountain,parade,18.000000
2014,fungus,insect,18.000000
2015,female,live,18.000000
2016,frost,hot,18.000000
2017,handle,shop,17.000000
2018,happy,stand,17.000000
2019,collection,work,17.000000
2020,pepper,sunflower,17.000000
2021,graphic,roof,17.000000
2022,play,spiral,17.000000
2023,cute,fashion,17.000000
2024,ball,square,17.000000
2025,red,tea,17.000000
2026,port,sweet,17.000000
2027,lunch,sunny,17.000000
2028,night,stop,17.000000
2029,muscle,nature,17.000000
2030,guy,sit,17.000000
2031,game,scooter,17.000000
2032,interior,toy,17.000000
2033,gate,pebble,17.000000
2034,blue,sock,17.000000
2035,bedroom,pool,17.000000
2036,graveyard,house,17.000000
2037,foot,friend,17.000000
2038,cute,idea,17.000000
2039,bed,picture,17.000000
2040,glass,road,17.000000
2041,bed,kitchen,17.000000
2042,dusk,gull,17.000000
2043,bicycle,green,17.000000
2044,shade,whale,17.000000
2045,lab,spider,17.000000
2046,bar,stair,17.000000
2047,hang,time,17.000000
2048,reptile,swim,17.000000
2049,happy,night,17.000000
2050,dude,fun,17.000000
2051,branch,tea,17.000000
2052,club,play,17.000000
2053,garbage,lunch,17.000000
2054,interior,tower,17.000000
2055,breakfast,people,17.000000
2056,couple,race,17.000000
2057,bay,porch,17.000000
2058,country,library,17.000000
2059,black,cigarette,17.000000
2060,handle,tram,17.000000
2061,feel,stair,17.000000
2062,oak,petal,17.000000
2063,lake,town,17.000000
2064,play,sign,17.000000
2065,old,race,17.000000
2066,parade,store,17.000000
2067,jellyfish,texture,17.000000
2068,curl,leaf,17.000000
2069,hummingbird,moss,17.000000
2070,book,gold,17.000000
2071,desk,match,17.000000
2072,handle,lighting,17.000000
2073,frozen,soup,17.000000
2074,dude,sit,17.000000
2075,amphibian,stork,16.000000
2076,asphalt,crane,16.000000
2077,bright,grey,16.000000
2078,flight,jaguar,16.000000
2079,happy,toe,16.000000
2080,bathroom,stair,16.000000
2081,bay,curve,16.000000
2082,foot,train,16.000000
2083,snow,sunny,16.000000
2084,blue,happy,16.000000
2085,sunshine,wet,16.000000
2086,clown,jellyfish,16.000000
2087,family,town,16.000000
2088,pattern,time,16.000000
2089,cherry,peel,16.000000
2090,bakery,vehicle,16.000000
2091,cross,post,16.000000
2092,garbage,underground,16.000000
2093,bible,leaf,16.000000
2094,nature,new,16.000000
2095,cute,dude,16.000000
2096,curve,dance,16.000000
2097,autumn,hat,16.000000
2098,fabric,handle,16.000000
2099,arm,white,16.000000
2100,feel,fun,16.000000
2101,bridge,ceramic,16.000000
2102,ruin,valley,16.000000
2103,castle,patio,16.000000
2104,button,grey,16.000000
2105,club,sign,16.000000
2106,feather,insect,16.000000
2107,hotel,oak,16.000000
2108,alley,punk,16.000000
2109,design,muscle,16.000000
2110,circle,snake,16.000000
2111,auto,quote,16.000000
2112,post,white,16.000000
2113,animal,clown,16.000000
2114,dinner,sleep,16.000000
2115,office,woman,16.000000
2116,line,underground,16.000000
2117,metro,television,16.000000
2118,waterfall,wood,16.000000
2119,relax,restaurant,16.000000
2120,bed,stair,16.000000
2121,dude,husky,16.000000
2122,demolition,skyline,16.000000
2123,ceiling,patio,16.000000
2124,flight,museum,16.000000
2125,paper,tattoo,16.000000
2126,action,subway,16.000000
2127,grave,shore,16.000000
2128,sunshine,winter,16.000000
2129,ford,wall,16.000000
2130,band,stocking,16.000000
2131,dirty,tear,16.000000
2132,leg,stripe,16.000000
2133,family,square,16.000000
2134,eye,sky,16.000000
2135,dinner,morning,16.000000
2136,apartment,beach,16.000000
2137,bus,crane,16.000000
2138,aquarium,coin,16.000000
2139,path,sunflower,16.000000
2140,red,uniform,16.000000
2141,band,ear,16.000000
2142,kitchen,staircase,16.000000
2143,glitter,vintage,16.000000
2144,gold,texture,16.000000
2145,air,carnival,16.000000
2146,guy,stand,16.000000
2147,bacon,sweet,16.000000
2148,abstract,feel,16.000000
2149,band,bride,16.000000
2150,mom,sit,15.000000
2151,foliage,purple,15.000000
2152,husky,painting,15.000000
2153,evening,surfer,15.000000
2154,postcard,texture,15.000000
2155,breakfast,night,15.000000
2156,makeup,skull,15.000000
2157,guy,tear,15.000000
2158,hamster,lock,15.000000
2159,chess,family,15.000000
2160,fun,haircut,15.000000
2161,bud,shade,15.000000
2162,ad,track,15.000000
2163,dead,pigeon,15.000000
2164,chipmunk,illustration,15.000000
2165,cold,silver,15.000000
2166,insect,number,15.000000
2167,bar,boat,15.000000
2168,restaurant,scenery,15.000000
2169,hair,stencil,15.000000
2170,guy,idea,15.000000
2171,gravestone,silhouette,15.000000
2172,bright,mist,15.000000
2173,coin,musician,15.000000
2174,arm,bicycle,15.000000
2175,hang,morning,15.000000
2176,demolition,tall,15.000000
2177,bedroom,diner,15.000000
2178,candle,line,15.000000
2179,bar,ship,15.000000
2180,club,cone,15.000000
2181,art,christmas,15.000000
2182,travel,wood,15.000000
2183,foot,outdoor,15.000000
2184,hang,leave,15.000000
2185,rusty,shade,15.000000
2186,abstract,moon,15.000000
2187,auto,round,15.000000
2188,mist,temple,15.000000
2189,stripe,urban,15.000000
2190,smile,view,15.000000
2191,ripple,shadow,15.000000
2192,dirty,fun,15.000000
2193,haircut,hang,15.000000
2194,brick,skyline,15.000000
2195,bathroom,sleep,15.000000
2196,school,tear,15.000000
2197,cute,friend,15.000000
2198,action,dress,15.000000
2199,cow,station,15.000000
2200,play,sailing,15.000000
2201,fungus,pattern,15.000000
2202,button,police,15.000000
2203,ceramic,church,15.000000
2204,home,smoking,15.000000
2205,food,wild,15.000000
2206,colorful,wood,15.000000
2207,smile,time,15.000000
2208,amphibian,flamingo,15.000000
2209,apartment,child,15.000000
2210,graveyard,silver,15.000000
2211,outfit,sign,15.000000
2212,dude,kid,15.000000
2213,pole,weather,15.000000
2214,city,round,15.000000
2215,nail,wolf,15.000000
2216,night,sunshine,15.000000
2217,bath,sleep,15.000000
2218,hang,stencil,15.000000
2219,cherry,meat,14.000000
2220,blue,poster,14.000000
2221,fire,movie,14.000000
2222,draw,wing,14.000000
2223,husky,play,14.000000
2224,drip,rusty,14.000000
2225,arrow,boxer,14.000000
2226,basket,moss,14.000000
2227,pin,wing,14.000000
2228,apartment,valley,14.000000
2229,guy,poodle,14.000000
2230,seagull,urban,14.000000
2231,dessert,tomato,14.000000
2232,egg,family,14.000000
2233,aircraft,guy,14.000000
2234,dark,flamingo,14.000000
2235,cheerleader,scenery,14.000000
2236,pink,shade,14.000000
2237,couple,outdoor,14.000000
2238,garden,smoke,14.000000
2239,glass,mill,14.000000
2240,race,square,14.000000
2241,paper,vine,14.000000
2242,smile,stand,14.000000
2243,frost,summer,14.000000
2244,bay,parking,14.000000
2245,kiss,sit,14.000000
2246,monkey,oak,14.000000
2247,bead,redhead,14.000000
2248,animal,hand,14.000000
2249,cute,music,14.000000
2250,downtown,hockey,14.000000
2251,dead,guy,14.000000
2252,aircraft,asphalt,14.000000
2253,magazine,run,14.000000
2254,flight,rain,14.000000
2255,bathroom,garden,14.000000
2256,door,skyscraper,14.000000
2257,makeup,old,14.000000
2258,game,sign,14.000000
2259,dead,face,14.000000
2260,friend,sexy,14.000000
2261,flower,interior,14.000000
2262,bag,wire,14.000000
2263,game,goat,14.000000
2264,note,rally,14.000000
2265,stair,steel,14.000000
2266,diamond,stencil,14.000000
2267,nature,tv,14.000000
2268,happy,post,14.000000
2269,abstract,rally,14.000000
2270,party,sailing,14.000000
2271,beard,kitty,14.000000
2272,eat,seagull,14.000000
2273,building,sandwich,14.000000
2274,belly,black,14.000000
2275,leave,walk,14.000000
2276,dark,stripe,14.000000
2277,ford,valley,14.000000
2278,insect,stork,14.000000
2279,animal,mural,14.000000
2280,leather,weed,14.000000
2281,pub,wash,14.000000
2282,leave,play,14.000000
2283,cop,gravestone,14.000000
2284,book,building,14.000000
2285,happy,walk,14.000000
2286,colorful,lab,14.000000
2287,flag,quote,14.000000
2288,sink,time,14.000000
2289,friend,sit,14.000000
2290,lantern,oak,14.000000
2291,sit,smile,14.000000
2292,cottage,outfit,14.000000
2293,downtown,lock,14.000000
2294,pet,poster,14.000000
2295,industrial,lake,14.000000
2296,lick,sit,14.000000
2297,pool,rust,14.000000
2298,stripe,train,14.000000
2299,beef,downtown,13.000000
2300,blonde,eye,13.000000
2301,lady,sunset,13.000000
2302,feel,stop,13.000000
2303,old,seat,13.000000
2304,dirty,happy,13.000000
2305,ruin,shore,13.000000
2306,black,paw,13.000000
2307,egg,lego,13.000000
2308,bear,play,13.000000
2309,black,pigeon,13.000000
2310,feather,reptile,13.000000
2311,gymnastics,port,13.000000
2312,mom,snowman,13.000000
2313,dirty,haircut,13.000000
2314,party,seat,13.000000
2315,lily,pig,13.000000
2316,dirty,hang,13.000000
2317,guy,wire,13.000000
2318,orange,shop,13.000000
2319,cactus,fall,13.000000
2320,circle,sport,13.000000
2321,redhead,reflection,13.000000
2322,cafe,reflection,13.000000
2323,outfit,play,13.000000
2324,bar,female,13.000000
2325,belly,dirty,13.000000
2326,rope,train,13.000000
2327,boardwalk,drop,13.000000
2328,abstract,candle,13.000000
2329,church,soldier,13.000000
2330,boxer,reflection,13.000000
2331,crystal,silhouette,13.000000
2332,feel,guy,13.000000
2333,pattern,pier,13.000000
2334,downtown,field,13.000000
2335,beer,wild,13.000000
2336,hang,happy,13.000000
2337,rope,shore,13.000000
2338,airplane,camera,13.000000
2339,button,flower,13.000000
2340,frozen,shop,13.000000
2341,curl,lick,13.000000
2342,sunny,zoo,13.000000
2343,people,stop,13.000000
2344,bucket,insect,13.000000
2345,fence,friend,13.000000
2346,can,sketch,13.000000
2347,frozen,pebble,13.000000
2348,ceramic,live,13.000000
2349,day,horse,13.000000
2350,bear,boxer,13.000000
2351,iris,necklace,13.000000
2352,lighting,person,13.000000
2353,boot,cliff,13.000000
2354,landscape,umbrella,13.000000
2355,man,transformer,13.000000
2356,dark,sand,13.000000
2357,ruin,swimsuit,13.000000
2358,abstract,rose,13.000000
2359,guy,gymnastics,12.000000
2360,grass,ruin,12.000000
2361,lighting,stone,12.000000
2362,porch,scooter,12.000000
2363,colour,wild,12.000000
2364,crane,stair,12.000000
2365,shore,tear,12.000000
2366,cactus,porch,12.000000
2367,belly,draw,12.000000
2368,fabric,photo,12.000000
2369,lamb,lantern,12.000000
2370,owl,rocket,12.000000
2371,party,scooter,12.000000
2372,display,scratch,12.000000
2373,ball,curl,12.000000
2374,cookie,peel,12.000000
2375,couple,post,12.000000
2376,field,red,12.000000
2377,theatre,wolf,12.000000
2378,blue,swing,12.000000
2379,guy,happy,12.000000
2380,quote,santa,12.000000
2381,dude,feel,12.000000
2382,bath,wine,12.000000
2383,brown,wet,12.000000
2384,kiss,stop,12.000000
2385,husky,match,12.000000
2386,cocktail,garage,12.000000
2387,face,stand,12.000000
2388,kid,stop,12.000000
2389,boxer,diner,12.000000
2390,patio,sleep,12.000000
2391,city,family,12.000000
2392,drop,rusty,12.000000
2393,parade,table,12.000000
2394,dawn,drug,12.000000
2395,design,orange,12.000000
2396,lunch,sunshine,12.000000
2397,dirty,dude,12.000000
2398,fun,tear,12.000000
2399,bikini,ivy,12.000000
2400,step,swimsuit,12.000000
2401,frog,poppy,12.000000
2402,cross,pub,12.000000
2403,frost,lily,12.000000
2404,curve,outdoor,12.000000
2405,collage,stream,12.000000
2406,twig,underground,12.000000
2407,chair,holiday,12.000000
2408,coffee,sun,12.000000
2409,lighting,sleep,12.000000
2410,mill,wild,12.000000
2411,circle,wig,12.000000
2412,highway,squirrel,12.000000
2413,pin,truck,12.000000
2414,boxer,swimming,12.000000
2415,shore,small,12.000000
2416,punk,vinyl,12.000000
2417,number,web,12.000000
2418,brown,demolition,12.000000
2419,interior,skyline,12.000000
2420,breakfast,floor,12.000000
2421,aerial,clown,12.000000
2422,hat,peel,12.000000
2423,baseball,rainbow,12.000000
2424,dude,happy,12.000000
2425,foot,mural,12.000000
2426,creature,grey,12.000000
2427,cross,outfit,12.000000
2428,leave,smile,11.000000
2429,fishing,rainbow,11.000000
2430,bathroom,dude,11.000000
2431,paint,puddle,11.000000
2432,skating,sticker,11.000000
2433,dome,uniform,11.000000
2434,lawn,sleep,11.000000
2435,office,sun,11.000000
2436,military,reflection,11.000000
2437,fashion,handwriting,11.000000
2438,cop,ruin,11.000000
2439,blur,metro,11.000000
2440,smile,stop,11.000000
2441,cute,lick,11.000000
2442,cross,mug,11.000000
2443,concrete,pin,11.000000
2444,cigarette,hotel,11.000000
2445,airplane,market,11.000000
2446,architecture,yellow,11.000000
2447,handle,terrier,11.000000
2448,patio,woman,11.000000
2449,green,gull,11.000000
2450,dew,parrot,11.000000
2451,country,hang,11.000000
2452,dude,hang,11.000000
2453,stripe,tank,11.000000
2454,hang,tear,11.000000
2455,crochet,family,11.000000
2456,cute,post,11.000000
2457,machine,sketch,11.000000
2458,feel,haircut,11.000000
2459,match,moss,11.000000
2460,art,sailing,11.000000
2461,foliage,restaurant,11.000000
2462,tea,village,11.000000
2463,branch,feline,11.000000
2464,day,plane,11.000000
2465,gold,idea,11.000000
2466,moon,mushroom,11.000000
2467,interior,tall,11.000000
2468,mallard,portrait,11.000000
2469,live,stitch,11.000000
2470,fun,morning,11.000000
2471,drip,rust,11.000000
2472,fun,stop,11.000000
2473,gull,mill,11.000000
2474,dirty,friend,11.000000
2475,blue,hand,11.000000
2476,bucket,curve,11.000000
2477,patio,swan,11.000000
2478,body,miniature,11.000000
2479,cafe,child,11.000000
2480,belly,stripe,11.000000
2481,mural,taxi,11.000000
2482,furniture,man,11.000000
2483,bead,library,11.000000
2484,daffodil,wool,11.000000
2485,eat,shade,11.000000
2486,collection,jellyfish,11.000000
2487,country,elephant,11.000000
2488,line,temple,11.000000
2489,bead,chess,11.000000
2490,skirt,wig,11.000000
2491,daisy,flood,11.000000
2492,camera,rally,11.000000
2493,happy,sit,11.000000
2494,bottle,construction,11.000000
2495,auto,bright,11.000000
2496,computer,railway,11.000000
2497,night,sit,11.000000
2498,hair,lizard,11.000000
2499,happy,lick,11.000000
2500,jump,sunlight,11.000000
2501,desert,smoke,11.000000
2502,chopper,window,11.000000
2503,leave,rusty,11.000000
2504,hang,stop,11.000000
2505,animal,sandwich,11.000000
2506,cute,dirty,11.000000
2507,cafe,draw,11.000000
2508,boxer,pyramid,11.000000
2509,arm,television,10.000000
2510,feel,hang,10.000000
2511,asphalt,moon,10.000000
2512,dusk,skirt,10.000000
2513,car,skull,10.000000
2514,leave,sit,10.000000
2515,outfit,rock,10.000000
2516,mom,stop,10.000000
2517,drip,round,10.000000
2518,friend,stop,10.000000
2519,asphalt,water,10.000000
2520,sit,tear,10.000000
2521,cafe,spiral,10.000000
2522,ad,bacon,10.000000
2523,green,phone,10.000000
2524,duck,outfit,10.000000
2525,coast,zebra,10.000000
2526,breakfast,makeup,10.000000
2527,purple,stripe,10.000000
2528,clothes,skyline,10.000000
2529,step,wind,10.000000
2530,portrait,rocket,10.000000
2531,break,glitter,10.000000
2532,construction,sailing,10.000000
2533,boy,gate,10.000000
2534,lens,storm,10.000000
2535,orange,school,10.000000
2536,shirt,show,10.000000
2537,gasoline,pepper,10.000000
2538,drug,sing,10.000000
2539,sticker,track,10.000000
2540,furniture,nature,10.000000
2541,play,rail,10.000000
2542,rusty,stand,10.000000
2543,military,wasp,10.000000
2544,port,squirrel,10.000000
2545,grape,rainbow,10.000000
2546,flood,neon,10.000000
2547,morning,tear,10.000000
2548,memorial,rope,10.000000
2549,bright,rusty,10.000000
2550,home,wet,10.000000
2551,feather,sunflower,10.000000
2552,house,stop,10.000000
2553,plant,skate,10.000000
2554,cocktail,dandelion,10.000000
2555,airport,foot,10.000000
2556,display,pond,10.000000
2557,alley,bloom,10.000000
2558,escalator,redhead,10.000000
2559,caterpillar,paint,10.000000
2560,bacon,wild,10.000000
2561,stand,tear,10.000000
2562,collar,tiger,10.000000
2563,car,hawk,10.000000
2564,burn,reading,10.000000
2565,cigarette,live,10.000000
2566,footprint,scooter,10.000000
2567,barn,mug,10.000000
2568,bacon,guy,10.000000
2569,keyboard,soldier,10.000000
2570,cute,sit,10.000000
2571,track,yellow,10.000000
2572,bag,dude,10.000000
2573,lady,stop,10.000000
2574,arrow,mural,10.000000
2575,jacket,stream,10.000000
2576,lab,rusty,10.000000
2577,jaguar,storm,10.000000
2578,dirty,smile,10.000000
2579,friend,rusty,10.000000
2580,morning,stop,10.000000
2581,cemetery,male,10.000000
2582,jump,stitch,10.000000
2583,friend,leave,10.000000
2584,family,hawk,10.000000
2585,monster,rock,10.000000
2586,feel,time,10.000000
2587,face,hang,10.000000
2588,pizza,railway,10.000000
2589,cross,shopping,10.000000
2590,guy,hang,10.000000
2591,craft,van,10.000000
2592,art,beer,9.000000
2593,beard,flamingo,9.000000
2594,monster,shell,9.000000
2595,bench,mask,9.000000
2596,club,river,9.000000
2597,boxer,child,9.000000
2598,fungus,leather,9.000000
2599,lick,stop,9.000000
2600,creature,reading,9.000000
2601,ivy,urban,9.000000
2602,bed,candy,9.000000
2603,feel,spiral,9.000000
2604,hockey,sign,9.000000
2605,daughter,pub,9.000000
2606,idea,rusty,9.000000
2607,lighting,man,9.000000
2608,dude,post,9.000000
2609,mill,puddle,9.000000
2610,santa,table,9.000000
2611,action,whisker,9.000000
2612,eat,web,9.000000
2613,hot,winter,9.000000
2614,dog,silver,9.000000
2615,lip,run,9.000000
2616,porch,pug,9.000000
2617,bird,pregnancy,9.000000
2618,camera,crow,9.000000
2619,eat,truck,9.000000
2620,lick,marble,9.000000
2621,rabbit,stop,9.000000
2622,paper,railway,9.000000
2623,poster,tank,9.000000
2624,clothes,transformer,9.000000
2625,smoking,sunny,9.000000
2626,cactus,leg,9.000000
2627,hold,theatre,9.000000
2628,arm,outdoor,9.000000
2629,lighting,panda,9.000000
2630,punk,toe,9.000000
2631,branch,protest,9.000000
2632,daughter,graphic,9.000000
2633,air,fruit,9.000000
2634,book,copper,9.000000
2635,night,sticker,9.000000
2636,explosion,table,9.000000
2637,snake,strawberry,9.000000
2638,dragon,drop,9.000000
2639,dog,sailing,9.000000
2640,burn,ripple,9.000000
2641,clock,pink,9.000000
2642,kitten,lingerie,9.000000
2643,abandon,frost,9.000000
2644,chicken,star,9.000000
2645,seed,stair,9.000000
2646,leave,night,9.000000
2647,small,valley,9.000000
2648,green,number,9.000000
2649,leave,morning,9.000000
2650,lock,mannequin,9.000000
2651,shade,whisker,9.000000
2652,collar,garbage,9.000000
2653,ink,organ,9.000000
2654,poppy,store,9.000000
2655,smoking,vine,9.000000
2656,flame,word,9.000000
2657,daffodil,frost,9.000000
2658,dancer,rusty,9.000000
2659,canal,coffee,9.000000
2660,camera,mallard,9.000000
2661,noodle,pigeon,9.000000
2662,couple,square,9.000000
2663,rainbow,whale,9.000000
2664,fly,keyboard,9.000000
2665,soup,view,9.000000
2666,goat,pebble,9.000000
2667,abandon,button,9.000000
2668,belly,dark,9.000000
2669,diamond,parade,9.000000
2670,horse,sweet,9.000000
2671,ancient,pod,9.000000
2672,banana,foot,9.000000
2673,shed,traffic,9.000000
2674,bucket,morning,9.000000
2675,bucket,duck,8.000000
2676,dessert,eye,8.000000
2677,cold,flag,8.000000
2678,skin,television,8.000000
2679,bedroom,feline,8.000000
2680,palm,traffic,8.000000
2681,necklace,snow,8.000000
2682,lick,origami,8.000000
2683,protest,tile,8.000000
2684,beetle,chocolate,8.000000
2685,monkey,pumpkin,8.000000
2686,cop,music,8.000000
2687,beard,sport,8.000000
2688,gasoline,summer,8.000000
2689,footprint,holiday,8.000000
2690,abandon,crane,8.000000
2691,car,pig,8.000000
2692,grave,santa,8.000000
2693,iron,splash,8.000000
2694,dirt,gymnastics,8.000000
2695,orange,wet,8.000000
2696,ceramic,ocean,8.000000
2697,vintage,zebra,8.000000
2698,hair,shore,8.000000
2699,lingerie,underground,8.000000
2700,marble,postcard,8.000000
2701,fish,leg,8.000000
2702,book,smoking,8.000000
2703,kiss,rusty,8.000000
2704,canal,number,8.000000
2705,kitchen,sleep,8.000000
2706,cherry,lamb,8.000000
2707,bag,cop,8.000000
2708,leaf,moon,8.000000
2709,dude,time,8.000000
2710,kitchen,outfit,8.000000
2711,garbage,jean,8.000000
2712,bedroom,downtown,8.000000
2713,grass,ski,8.000000
2714,day,hold,8.000000
2715,mug,vehicle,8.000000
2716,lighting,small,8.000000
2717,sea,sing,8.000000
2718,computer,farm,8.000000
2719,feline,pumpkin,8.000000
2720,jean,map,8.000000
2721,dirty,eagle,8.000000
2722,book,ceramic,8.000000
2723,van,vine,8.000000
2724,desert,roof,8.000000
2725,seagull,tag,8.000000
2726,jewelry,muscle,8.000000
2727,milk,outdoor,8.000000
2728,guy,rusty,8.000000
2729,chocolate,jellyfish,8.000000
2730,boxer,stair,8.000000
2731,jaguar,pier,7.000000
2732,nut,waterfall,7.000000
2733,bread,chair,7.000000
2734,goat,vinyl,7.000000
2735,kitten,rain,7.000000
2736,hang,smile,7.000000
2737,bikini,sculpture,7.000000
2738,bible,dirt,7.000000
2739,portrait,underground,7.000000
2740,clock,stripe,7.000000
2741,bud,floor,7.000000
2742,air,knit,7.000000
2743,idea,stop,7.000000
2744,haircut,stop,7.000000
2745,storm,sweet,7.000000
2746,auto,santa,7.000000
2747,marble,sing,7.000000
2748,drive,ear,7.000000
2749,bear,subway,7.000000
2750,pumpkin,road,7.000000
2751,makeup,race,7.000000
2752,wash,web,7.000000
2753,haircut,pyramid,7.000000
2754,blonde,rock,7.000000
2755,belly,field,7.000000
2756,mammal,yellow,7.000000
2757,paint,sing,7.000000
2758,cat,locomotive,7.000000
2759,dead,sidewalk,7.000000
2760,angel,pod,7.000000
2761,eat,underwater,7.000000
2762,makeup,square,7.000000
2763,cigarette,tile,7.000000
2764,museum,scratch,7.000000
2765,butterfly,stadium,7.000000
2766,graveyard,porch,7.000000
2767,flame,peacock,7.000000
2768,chopper,poppy,7.000000
2769,rusty,tear,7.000000
2770,bloom,friend,7.000000
2771,gun,jaguar,7.000000
2772,guy,stop,7.000000
2773,cloud,kitten,7.000000
2774,pillow,stone,7.000000
2775,stocking,tomato,7.000000
2776,frost,protest,7.000000
2777,sign,stocking,7.000000
2778,angel,asphalt,7.000000
2779,ski,skirt,7.000000
2780,cat,purple,7.000000
2781,diner,muscle,7.000000
2782,marble,sunglasses,7.000000
2783,berry,fly,7.000000
2784,chocolate,rock,7.000000
2785,airplane,guitar,7.000000
2786,bread,ocean,7.000000
2787,bay,chipmunk,7.000000
2788,tall,wool,7.000000
2789,restaurant,violet,7.000000
2790,drop,fun,7.000000
2791,purple,twig,7.000000
2792,cemetery,cone,7.000000
2793,face,stop,7.000000
2794,dude,stop,7.000000
2795,bicycle,handwriting,7.000000
2796,chapel,dusk,7.000000
2797,cute,twig,7.000000
2798,dragon,oak,7.000000
2799,drug,reflection,7.000000
2800,apple,relax,7.000000
2801,bakery,panorama,7.000000
2802,mallard,poster,7.000000
2803,snake,taxi,7.000000
2804,dessert,head,7.000000
2805,bear,hockey,7.000000
2806,puddle,red,7.000000
2807,brick,dress,7.000000
2808,building,zombie,7.000000
2809,neon,tank,7.000000
2810,bible,cottage,7.000000
2811,bath,panorama,7.000000
2812,automobile,fabric,7.000000
2813,gun,picture,7.000000
2814,cow,table,6.000000
2815,bear,construction,6.000000
2816,dye,kiss,6.000000
2817,baseball,bear,6.000000
2818,crab,grave,6.000000
2819,craft,soup,6.000000
2820,lock,misty,6.000000
2821,horse,interior,6.000000
2822,grass,stop,6.000000
2823,jellyfish,punk,6.000000
2824,parade,salad,6.000000
2825,reptile,vacation,6.000000
2826,clown,flood,6.000000
2827,aerial,violet,6.000000
2828,crab,ink,6.000000
2829,canyon,pizza,6.000000
2830,butterfly,leave,6.000000
2831,hamster,party,6.000000
2832,museum,swim,6.000000
2833,lego,rodent,6.000000
2834,branch,lego,6.000000
2835,game,husky,6.000000
2836,camel,highway,6.000000
2837,baseball,cheetah,6.000000
2838,stripe,weather,6.000000
2839,journal,squirrel,6.000000
2840,cake,rusty,6.000000
2841,bacon,view,6.000000
2842,dandelion,stand,6.000000
2843,cheetah,flame,6.000000
2844,abstract,vehicle,6.000000
2845,party,sink,6.000000
2846,floor,transformer,6.000000
2847,amphibian,berry,6.000000
2848,marble,monkey,6.000000
2849,jump,salad,6.000000
2850,subway,valentine,6.000000
2851,baseball,cactus,6.000000
2852,ancient,poster,6.000000
2853,grass,skull,6.000000
2854,cattle,web,6.000000
2855,drive,lego,6.000000
2856,fly,sexy,6.000000
2857,ink,tropical,6.000000
2858,pyramid,swimsuit,6.000000
2859,chess,sleep,6.000000
2860,bag,wild,6.000000
2861,chapel,whisker,6.000000
2862,chair,word,6.000000
2863,angel,construction,6.000000
2864,exhibition,soup,6.000000
2865,kitten,travel,6.000000
2866,swim,vehicle,6.000000
2867,costume,ocean,6.000000
2868,pigeon,reading,6.000000
2869,origami,stadium,6.000000
2870,animal,candy,6.000000
2871,happy,stop,5.000000
2872,insect,mom,5.000000
2873,canyon,piano,5.000000
2874,leather,swan,5.000000
2875,goose,outfit,5.000000
2876,sunglasses,weed,5.000000
2877,play,wine,5.000000
2878,monkey,restaurant,5.000000
2879,goose,locomotive,5.000000
2880,garage,mammal,5.000000
2881,drug,wolf,5.000000
2882,graveyard,pug,5.000000
2883,chair,ipod,5.000000
2884,rice,ticket,5.000000
2885,mammal,rope,5.000000
2886,hill,rust,5.000000
2887,paw,protest,5.000000
2888,petal,pug,5.000000
2889,interior,mushroom,5.000000
2890,chocolate,squirrel,5.000000
2891,mammal,write,5.000000
2892,reading,seagull,5.000000
2893,parking,photographer,5.000000
2894,tea,whisker,5.000000
2895,cactus,gasoline,5.000000
2896,kitchen,wedding,5.000000
2897,chocolate,wig,5.000000
2898,hang,mom,5.000000
2899,dragonfly,piano,5.000000
2900,leather,sunshine,5.000000
2901,handwriting,pig,5.000000
2902,brick,rabbit,5.000000
2903,burger,mountain,5.000000
2904,girl,morning,5.000000
2905,canal,silhouette,5.000000
2906,advertisement,pond,5.000000
2907,paw,theatre,5.000000
2908,raspberry,write,5.000000
2909,family,red,5.000000
2910,concrete,swan,5.000000
2911,bedroom,canyon,5.000000
2912,breakfast,staircase,5.000000
2913,flame,sidewalk,5.000000
2914,carrot,city,5.000000
2915,ipod,rope,5.000000
2916,lick,rusty,5.000000
2917,meat,pond,5.000000
2918,female,machine,5.000000
2919,live,makeup,5.000000
2920,piano,wolf,5.000000
